资产名,UE路径,类型,时长秒,帧数,RateScale,Additive类型,根XY轨迹cm_21点取样,启用RootMotion,原通知,首版状态,设计用途
Recall,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Recall.Recall,AnimSequence,10.0,300,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Respawn,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Respawn.Respawn,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Select_Screen,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Select_Screen.Select_Screen,AnimSequence,0.1998,5,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd.Sprint_Bwd,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_CircleLeft.Sprint_Bwd_CircleLeft,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_CircleRight.Sprint_Bwd_CircleRight,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_Downhill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_Downhill.Sprint_Bwd_Downhill,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_Pivot180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_Pivot180.Sprint_Bwd_Pivot180,AnimSequence,4.1333,124,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_Start.Sprint_Bwd_Start,AnimSequence,0.7333,22,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_Stop.Sprint_Bwd_Stop,AnimSequence,2.1,63,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Bwd_Uphill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Bwd_Uphill.Sprint_Bwd_Uphill,AnimSequence,0.6333,19,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_BwdToFwd_SpinCCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_BwdToFwd_SpinCCW.Sprint_BwdToFwd_SpinCCW,AnimSequence,1.6667,50,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_BwdToFwd_SpinCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_BwdToFwd_SpinCW.Sprint_BwdToFwd_SpinCW,AnimSequence,1.6667,50,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd.Sprint_Fwd,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,远距追击
Sprint_Fwd_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_CircleLeft.Sprint_Fwd_CircleLeft,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_CircleRight.Sprint_Fwd_CircleRight,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_Downhill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_Downhill.Sprint_Fwd_Downhill,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_Pivot180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_Pivot180.Sprint_Fwd_Pivot180,AnimSequence,2.6333,79,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_Start.Sprint_Fwd_Start,AnimSequence,1.4,42,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_Stop.Sprint_Fwd_Stop,AnimSequence,2.1,63,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Fwd_Uphill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Fwd_Uphill.Sprint_Fwd_Uphill,AnimSequence,1.1333,34,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_FwdToBwd_SpinCCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_FwdToBwd_SpinCCW.Sprint_FwdToBwd_SpinCCW,AnimSequence,2.3,69,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_FwdToBwd_SpinCW,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_FwdToBwd_SpinCW.Sprint_FwdToBwd_SpinCW,AnimSequence,1.5692,47,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left.Sprint_Left,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_CircleLeft.Sprint_Left_CircleLeft,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_CircleRight.Sprint_Left_CircleRight,AnimSequence,0.7,21,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_Downhill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_Downhill.Sprint_Left_Downhill,AnimSequence,0.6333,19,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_Pivot180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_Pivot180.Sprint_Left_Pivot180,AnimSequence,3.4,102,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_Start.Sprint_Left_Start,AnimSequence,0.7667,23,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_Stop.Sprint_Left_Stop,AnimSequence,2.2667,68,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Left_Uphill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Left_Uphill.Sprint_Left_Uphill,AnimSequence,0.6333,19,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right.Sprint_Right,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_CircleLeft,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_CircleLeft.Sprint_Right_CircleLeft,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_CircleRight,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_CircleRight.Sprint_Right_CircleRight,AnimSequence,1.2333,37,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_Downhill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_Downhill.Sprint_Right_Downhill,AnimSequence,1.1333,34,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_Pivot180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_Pivot180.Sprint_Right_Pivot180,AnimSequence,3.2667,98,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_Start.Sprint_Right_Start,AnimSequence,1.4,42,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_Stop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_Stop.Sprint_Right_Stop,AnimSequence,2.2333,67,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Sprint_Right_Uphill,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Sprint_Right_Uphill.Sprint_Right_Uphill,AnimSequence,1.1333,34,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Stun_Loop,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Stun_Loop.Stun_Loop,AnimSequence,1.0,30,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,破韧保持
Stun_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Stun_Start.Stun_Start,AnimSequence,1.3333,40,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,首版使用,破韧进入
TravelMode_Jump_Apex,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Jump_Apex.TravelMode_Jump_Apex,AnimSequence,0.2667,8,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Jump_Land,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Jump_Land.TravelMode_Jump_Land,AnimSequence,0.1667,5,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Jump_Recovery,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Jump_Recovery.TravelMode_Jump_Recovery,AnimSequence,1.6,48,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Jump_Recovery_Additive,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Jump_Recovery_Additive.TravelMode_Jump_Recovery_Additive,AnimSequence,1.6,48,1.0,<AdditiveAnimationType.AAT_ROTATION_OFFSET_MESH_SPACE: 2>,0.0,False,OrionLanded,保留候选,叠加素材；先核对Additive类型与基准姿态
TravelMode_Jump_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Jump_Start.TravelMode_Jump_Start,AnimSequence,0.2667,8,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Start,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Start.TravelMode_Start,AnimSequence,2.3333,70,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Start_Angled,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Start_Angled.TravelMode_Start_Angled,AnimSequence,2.4667,74,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TravelMode_Start_Angled_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Start_Angled_MSA.TravelMode_Start_Angled_MSA,AnimSequence,2.4667,74,1.0,<AdditiveAnimationType.AAT_ROTATION_OFFSET_MESH_SPACE: 2>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
TravelMode_Start_MSA,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TravelMode_Start_MSA.TravelMode_Start_MSA,AnimSequence,2.3333,70,1.0,<AdditiveAnimationType.AAT_ROTATION_OFFSET_MESH_SPACE: 2>,0.0,False,,保留候选,叠加素材；先核对Additive类型与基准姿态
Turn_Left_180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Left_180.Turn_Left_180,AnimSequence,2.1333,64,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Left_180_TravelMode,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Left_180_TravelMode.Turn_Left_180_TravelMode,AnimSequence,2.1333,64,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Left_90,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Left_90.Turn_Left_90,AnimSequence,1.5333,46,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Left_90_TravelMode,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Left_90_TravelMode.Turn_Left_90_TravelMode,AnimSequence,1.5333,46,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Right_180,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Right_180.Turn_Right_180,AnimSequence,3.3667,101,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Right_180_TravelMode,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Right_180_TravelMode.Turn_Right_180_TravelMode,AnimSequence,3.3667,101,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Right_90,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Right_90.Turn_Right_90,AnimSequence,2.2,66,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Turn_Right_90_TravelMode,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Turn_Right_90_TravelMode.Turn_Right_90_TravelMode,AnimSequence,2.2,66,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TurnInPlace_Fast,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TurnInPlace_Fast.TurnInPlace_Fast,AnimSequence,4.0,120,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
TurnInPlace_Zero,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/TurnInPlace_Zero.TurnInPlace_Zero,AnimSequence,1.0,30,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Vamp_Cloth_Test_Clip,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Vamp_Cloth_Test_Clip.Vamp_Cloth_Test_Clip,AnimSequence,6.5601,196,0.3330000042915344,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
Vamp_Weighting_work,/Game/ParagonCountess/Characters/Heroes/Countess/Animations/Vamp_Weighting_work.Vamp_Weighting_work,AnimSequence,33.3333,1000,1.0,<AdditiveAnimationType.AAT_NONE: 0>,0.0,False,,保留候选,首版未选入；可用于后续移动细化或扩展动作
