资产名,类别,实际类型,时长秒_未乘RateScale,动画帧数,SequenceRateScale,EnableRootMotion,ForceRootLock,根净位移Xcm,根净位移Ycm,根净位移Zcm,水平根轨迹路程cm_61采样,根高度幅度cm,根累计Yaw度,原始水平平均路径速度cm每秒,当前RateScale下平均路径速度_仅序列倍率,本资产Notify数量,引用片段,建议用途,Skeleton,UE路径,文件SHA256
Walk_B_L_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,140.173,-140.173,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_B_L_Anim,fc2ff7c19964bd5abcb2f3c708abda9df18eafee1b1769291120f2d4c827f0da
Walk_B_R_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,-140.173,-140.173,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_B_R_Anim,3983f17256248fd5af1387e1b9b61877cd28e76aedca480490f0d50e6f9acd68
Walk_F_Anim,走路,AnimSequence,1.3333333730697632,80,0.5,True,True,0.0,198.235,0.0,198.235,0.0,0.0,148.676,74.338,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_F_Anim,542ad41520f67481f2734a1de69dd1e83edcb72fcaf3d8ea5ef7d0f6fcd4979b
Walk_F_L_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,140.173,140.173,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_F_L_Anim,334db5cf3a2ca3bc4c3bb2d4698d369f6d0ba0cb9f9692481e5c58f9022655f9
Walk_F_R_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,-140.173,140.173,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_F_R_Anim,cd44bddae4083ba7a48f17d6f960fc607db99f38a3c114abcae374c313700f30
Walk_L_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,198.235,0.0,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_L_Anim,760b54998bd0d2a465eb279ed84f5fc5613ad35e6ceb36fccebc653f7a1e30d7
Walk_R_Anim,走路,AnimSequence,1.3333333730697632,80,1.0,False,True,-198.235,0.0,0.0,198.235,0.0,0.0,148.676,148.676,0,,Sequence/BlendSpace/状态机；位移策略单独配置,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Walk_R_Anim,f1d628f3c14f9b34e4778a190e37c4f56cdc775d26b8ab58e9a919a128083402
Weak_01_In_Anim,虚弱,AnimSequence,1.2999999523162842,78,1.0,True,False,0.0,-97.989,0.0,105.484,0.0,0.0,81.141,81.141,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weak_01_In_Anim,7d9275be660a8eba94c500fef16c12c87f7cf07dcb5d935347f61607ed6df1b6
Weak_01_loop_01_Anim,虚弱,AnimSequence,1.6666666269302368,100,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weak_01_loop_01_Anim,69f32727046a5a9808c3ee91fa7306814774aa274abaa6eae31d20fc827c5d86
Weak_01_loop_02_Anim,虚弱,AnimSequence,1.6666666269302368,100,1.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weak_01_loop_02_Anim,9f9b7ffe6dcb46dffe65384be50f5237fb72a306b1c4dbbb4cded332a95b47b8
Weak_01_Recovery_Anim,虚弱,AnimSequence,0.8833333253860474,53,1.0,False,False,0.0,-57.697,0.0,60.659,0.0,0.0,68.671,68.671,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weak_01_Recovery_Anim,c04e32cdba300793fa27c0e5b066a48fe9b3800053c016b815c388990eaabdbe
Weapon_Deployment_Anim,收拔剑,AnimSequence,1.4500000476837158,87,1.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weapon_Deployment_Anim,a2dbd78fc4e916ddc13cf9f6df03f647fcaab49f36435982a7fa7dda2690225a
Weapon_Retraction_Anim,收拔剑,AnimSequence,1.3333333730697632,80,1.0,False,False,0.0,28.638,0.0,31.579,0.0,0.0,23.685,23.685,0,,按方案派生/复用 Montage 或分段状态；完整与拆分版本择一,/Game/Characters/Mannequins/Meshes/SK_Mannequin.SK_Mannequin,/Game/Third/SwordAnimation/Weapon_Retraction_Anim,7e293ad2ff68cb4e1684e2534fe79d81b58d75ca8c51448c88c8f03faba83880
